Tempo(s),Fila,E[N],E[W]
1420,5,4.361606,48.011475
1430,2,4.355332,48.280034
1440,3,4.343728,48.115142
1450,1,4.328781,48.282558
1460,1,4.305981,48.359481
1470,1,4.283491,48.436404
1480,3,4.270045,47.876266
1490,1,4.255169,48.031836
1500,0,4.228172,48.047404
1510,2,4.210917,47.451377
1520,5,4.208090,46.688302
1530,6,4.214524,46.726241
1540,3,4.217149,46.722370
1550,2,4.205089,46.556337
1560,2,4.191396,46.372888
1570,2,4.174426,46.153861
1580,3,4.164046,46.008344
1590,4,4.157170,45.902082
1600,4,4.156187,46.179860
1610,3,4.151209,46.092738
1620,3,4.144103,46.299635
1630,0,4.129854,46.425251
1640,1,4.109500,46.161503
1650,2,4.089512,45.592529
1660,2,4.076924,45.727664
1670,2,4.064488,45.862799
1680,2,4.052199,45.997934
1690,2,4.037542,45.794935
1700,5,4.031973,45.094432
1710,5,4.037570,45.125783
1720,4,4.038578,45.401012
1730,5,4.040951,45.102226
1740,5,4.046463,45.424806
1750,4,4.051354,45.741092
1760,4,4.048105,45.670929
1770,6,4.054778,45.138093
1780,6,4.069793,45.276445
1790,6,4.078888,45.349128
1800,8,4.097760,45.251343
1810,9,4.121555,45.487890
1820,9,4.148359,46.036670
1830,9,4.170541,45.976441
1840,9,4.196997,46.242365
1850,11,4.228398,46.014921
1860,12,4.270968,46.186052
1870,8,4.297210,46.449611
1880,8,4.323172,46.179334
1890,8,4.342626,46.633880
1900,7,4.361332,47.082561
1910,7,4.372679,46.920317
1920,7,4.386363,47.313576
1930,3,4.383508,47.529050
1940,2,4.373216,47.663138
1950,1,4.357155,47.466215
1960,1,4.341636,47.275594
1970,0,4.323275,46.795886
1980,2,4.306230,45.840508
1990,3,4.295933,45.716083
2000,6,4.298271,45.244960
2010,6,4.306670,45.321496
2020,6,4.315052,45.635633
2030,6,4.323353,45.949769
2040,7,4.333306,45.802817
2050,8,4.349058,45.956537
2060,6,4.365284,46.353020
2070,8,4.375540,46.211056
2080,7,4.387325,46.323024
2090,7,4.399826,46.678354
2100,8,4.411481,46.320551
2110,8,4.426627,46.468568
2120,8,4.442789,46.627288
2130,8,4.457144,46.767076
2140,7,4.471778,47.140910
2150,7,4.483537,47.485738
2160,7,4.495405,47.598402
2170,6,4.502325,47.658755
2180,5,4.508688,47.946052
2190,5,4.510932,48.189954
2200,4,4.511723,48.418494
2210,3,4.507779,48.596056
2220,4,4.501886,48.515468
2230,3,4.498715,48.699685
2240,3,4.494623,48.637470
2250,3,4.491889,48.590148
2260,3,4.484026,48.487555
2270,4,4.481022,48.208155
2280,4,4.482145,47.977887
2290,5,4.483352,47.976061
2300,3,4.482877,47.956362
2310,2,4.474975,48.079965
2320,4,4.469967,47.789508
2330,5,4.471765,47.794548
2340,5,4.476017,47.825936
2350,6,4.480985,47.648481
2360,7,4.490113,47.518680
2370,8,4.502313,47.424360
2380,6,4.513397,47.741710
2390,5,4.516226,47.972351
2400,5,4.519583,47.995571
2410,4,4.521250,48.213332
2420,6,4.525457,47.615678
2430,4,4.528276,47.429791
2440,2,4.521600,47.554756
2450,4,4.518614,47.310279
2460,2,4.514966,47.465024
2470,2,4.504784,47.550494
2480,1,4.493077,47.215390
2490,1,4.479049,47.257763
2500,3,4.471170,46.966073
2510,3,4.467079,46.913676
2520,4,4.466923,46.515063
2530,3,4.462530,46.653721
2540,4,4.460943,46.437681
2550,5,4.461170,46.243836
2560,5,4.463275,46.447088
2570,3,4.462457,46.619981
2580,5,4.462414,46.423500
2590,4,4.460689,46.585419
2600,6,4.464835,46.434286
2610,6,4.470717,46.674286
2620,7,4.476173,46.537994
2630,8,4.487326,46.646912
2640,10,4.502574,46.432791
2650,10,4.523831,46.646509
2660,10,4.544418,47.035614
2670,9,4.561960,47.394682
2680,9,4.578520,47.744877
2690,10,4.598606,47.577888
2700,10,4.618611,47.962503
2710,11,4.642003,48.014607
2720,7,4.652678,48.302606
2730,7,4.661276,48.569782
2740,6,4.669371,48.832357
2750,7,4.676646,48.900294
2760,8,4.687690,49.007669
2770,10,4.705029,48.812478
2780,8,4.719179,48.952676
2790,9,4.733860,49.098396
2800,8,4.748695,49.428798
2810,10,4.763957,49.397492
2820,10,4.782525,49.766496
2830,8,4.795942,50.083080
2840,10,4.806392,49.818080
2850,8,4.822462,50.160646
2860,9,4.834976,50.283751
2870,10,4.850248,50.253473
2880,10,4.869144,50.442928
2890,9,4.883956,50.772061
2900,8,4.896902,50.899697
2910,6,4.901527,50.940867
2920,6,4.905289,51.155152
2930,2,4.901796,51.293792
2940,3,4.895005,51.214639
2950,1,4.882643,51.259059
2960,2,4.869523,50.932110
2970,0,4.854404,50.945515
2980,0,4.838114,50.945515
2990,3,4.825507,50.448481
3000,3,4.820375,50.387192
3010,7,4.818661,49.842510
3020,7,4.825884,50.083060
3030,6,4.831330,49.962218
3040,5,4.833141,50.145896
3050,6,4.835972,49.999029
3060,5,4.836933,50.003429
3070,6,4.838735,50.016550
3080,7,4.845356,50.079522
3090,9,4.854800,50.004444
3100,10,4.869013,50.145980
3110,11,4.888611,50.342983
3120,11,4.908199,50.707221
3130,12,4.928348,50.909995
3140,11,4.946037,51.087355
3150,14,4.968547,50.980205
3160,14,4.997127,51.436231
3170,14,5.025528,51.892257
3180,14,5.053454,52.175273
3190,14,5.081500,52.629818
3200,10,5.105341,53.042499
3210,10,5.120589,53.367174
3220,10,5.133890,53.154741
3230,10,5.148955,53.476285
3240,12,5.167105,53.486962
3250,13,5.190227,53.549964
3260,13,5.213134,53.781062
3270,15,5.239270,53.875516
3280,18,5.273267,53.882602
3290,18,5.312326,54.278110
3300,15,5.346654,54.794900
3310,18,5.378734,54.780333
3320,18,5.416749,55.334179
3330,18,5.452465,55.525106
3340,19,5.492176,55.926425
3350,18,5.532254,56.503206
3360,17,5.566633,57.024043
3370,14,5.597973,57.340939
3380,14,5.623354,57.596777
3390,13,5.646007,57.999887
3400,13,5.666941,58.210265
3410,12,5.685982,58.401197
3420,13,5.706607,58.608400
3430,13,5.729356,58.837402
3440,12,5.747450,59.018587
3450,13,5.763904,59.007323
3460,12,5.783160,59.376060
3470,12,5.801076,59.732144
3480,12,5.818090,59.902229
3490,14,5.841329,59.959522
3500,14,5.864639,60.371287
3510,12,5.886752,60.593842
3520,10,5.900811,60.733490
3530,9,5.909611,60.996862
3540,8,5.916273,61.238618
3550,9,5.923543,61.307806
3560,7,5.929391,61.541204
3570,6,5.930398,61.545123
3580,4,5.927176,61.683984
3590,2,5.920063,61.602971
3600,3,5.911773,61.509781
3610,2,5.901237,61.570712
3620,2,5.890891,61.455406
3630,2,5.880172,61.513043
3640,2,5.867568,61.373414
3650,0,5.852964,61.388850
3660,0,5.836973,61.388850
3670,1,5.823524,61.238781
3680,1,5.809612,61.083921
3690,2,5.797163,60.944530
3700,0,5.783434,60.964973
3710,4,5.773290,60.334941
3720,4,5.768523,60.447617
3730,2,5.764777,60.231425
3740,1,5.752353,60.262745
3750,3,5.741089,59.969593
3760,1,5.729820,60.011489
3770,1,5.718352,59.883849
3780,2,5.707185,59.759440
3790,3,5.699031,59.666647
3800,4,5.694273,59.609471
3810,1,5.687239,59.692507
3820,2,5.676523,59.572299
3830,2,5.667543,59.470387
3840,1,5.654386,59.324701
3850,1,5.643067,59.037523
3860,0,5.629299,59.046450
3870,2,5.617367,58.754620
3880,0,5.604746,58.774093
3890,0,5.592701,58.482818
3900,1,5.580614,58.349579
3910,1,5.568898,58.376389
3920,3,5.562917,57.996372
3930,8,5.564539,57.397998
3940,7,5.568802,57.437384
3950,7,5.572425,57.620630
3960,11,5.581786,57.263915
3970,10,5.593666,57.530708
3980,9,5.602894,57.621496
3990,10,5.612113,57.712198
4000,9,5.622041,57.810188
4010,8,5.628909,58.025512
4020,9,5.635056,58.084424
4030,10,5.645654,58.040778
4040,10,5.655637,57.991812
4050,11,5.666761,57.955514
4060,11,5.679420,58.081730
4070,12,5.693303,58.220458
4080,11,5.707269,58.360044
4090,12,5.720856,58.495753
4100,14,5.740666,58.549085
4110,14,5.759480,58.738125
4120,11,5.775617,59.046011
4130,13,5.789695,59.040589
4140,11,5.806043,59.350657
4150,10,5.815087,59.293889
4160,9,5.823826,59.526083
4170,9,5.833562,59.622433
4180,9,5.841137,59.843021
4190,11,5.850205,59.786239
4200,11,5.861839,59.902000
4210,9,5.870926,59.991749
4220,9,5.880670,60.088202
4230,5,5.881705,60.095683
4240,4,5.878169,60.201539
4250,3,5.871660,60.276703
4260,3,5.865729,60.212057
4270,4,5.859969,60.149198
4280,3,5.852605,60.069899
4290,4,5.846266,60.001151
4300,6,5.844691,59.696372
4310,6,5.845052,59.838889
4320,6,5.845410,59.981407
4330,4,5.844552,60.111428
4340,5,5.840867,60.069580
4350,5,5.840331,60.060138
4360,5,5.838955,60.042084
4370,5,5.836414,60.012064
4380,5,5.834504,60.129711
4390,5,5.832603,60.247358
4400,6,5.832053,60.237163
4410,7,5.834353,60.256437
4420,8,5.837369,60.283107
4430,7,5.841204,60.459191
4440,7,5.843814,60.622742
4450,8,5.846335,60.502769
4460,8,5.851164,60.688816
4470,6,5.852466,60.838424
4480,7,5.853761,60.846523
4490,9,5.859593,60.761138
4500,10,5.867039,60.693509
4510,8,5.875301,60.914041
4520,11,5.881956,60.561365
4530,11,5.893958,60.680972
4540,11,5.905204,60.930972
4550,10,5.915252,61.169086
4560,9,5.924293,61.257992
4570,11,5.933092,60.930850
4580,12,5.945820,61.057977
4590,11,5.958378,61.183345
4600,9,5.967494,61.410457
4610,8,5.972026,61.590690
4620,9,5.977176,61.639632
4630,10,5.985440,61.720683
4640,10,5.994092,61.943400
4650,7,6.001534,62.153971
4660,9,6.005472,62.052105
4670,9,6.011162,62.106475
4680,7,6.016565,62.295412
4690,10,6.024194,62.095543
4700,10,6.032856,62.180753
4710,11,6.041989,62.134862
4720,11,6.052493,62.375037
4730,11,6.062953,62.615211
4740,9,6.071412,62.835139
4750,10,6.077576,62.757574
4760,9,6.085145,62.968026
4770,8,6.090278,63.016543
4780,8,6.094273,63.190078
4790,7,6.097706,63.357944
4800,6,6.099245,63.506239
4810,5,6.097225,63.617464
4820,10,6.098403,63.077904
4830,8,6.104577,63.272766
4840,7,6.108230,63.441704
4850,9,6.111426,63.334227
4860,7,6.114543,63.497178
4870,9,6.115933,63.236933
4880,11,6.122206,63.163558
4890,12,6.134037,63.281520
4900,14,6.147487,63.150288
4910,12,6.160825,63.416462
4920,14,6.176685,63.311021
4930,15,6.193479,63.479937
4940,14,6.210155,63.647646
4950,15,6.226023,63.807070
4960,15,6.242081,63.968435
4970,16,6.259761,64.146416
4980,17,6.280805,64.226716
4990,16,6.301096,64.431290
5000,16,6.319987,64.621540
5010,15,6.337468,64.929883
5020,14,6.352069,65.076303
5030,14,6.367274,65.362017
5040,15,6.381298,65.369396
5050,14,6.395706,65.513824
5060,14,6.410263,65.659781
5070,12,6.425182,65.942659
5080,12,6.435623,66.046393
5090,13,6.446008,66.016458
5100,15,6.460469,66.028837
5110,16,6.477140,66.064241
5120,16,6.495739,66.383602
5130,17,6.514631,66.441466
5140,20,6.538367,66.417404
5150,21,6.564261,66.547130
5160,22,6.592723,66.833887
5170,21,6.621694,67.257673
5180,23,6.652606,67.437381
5190,23,6.684104,67.887478
5200,26,6.717702,67.961189
5210,27,6.754761,68.334574
5220,29,6.793922,68.463850
5230,30,6.837627,68.903256
5240,30,6.881830,69.481291
5250,29,6.923988,70.040345
5260,25,6.962728,70.566379
5270,26,6.998171,70.787643
5280,29,7.037679,70.914022
5290,29,7.079196,71.467457
5300,28,7.119432,72.009520
5310,26,7.155626,72.236449
5320,26,7.189951,72.581669
5330,27,7.225793,72.942195
5340,26,7.261108,73.436204
5350,29,7.296488,73.376331
5360,29,7.336979,73.921444
5370,29,7.377320,74.466557
5380,28,7.415909,74.995471
5390,27,7.452713,75.366089
5400,27,7.487109,75.712342
5410,28,7.523944,76.083249
5420,28,7.561723,76.606614
5430,28,7.599362,77.129978
5440,30,7.636890,77.364402
5450,32,7.680234,77.657287
5460,30,7.723837,78.241470
5470,30,7.764562,78.798056
5480,29,7.804765,79.057513
5490,30,7.844830,79.315129
5500,27,7.881500,79.831029
5510,26,7.914860,80.314698
5520,26,7.947623,80.793520
5530,26,7.979530,81.115443
5540,27,8.013561,81.458946
5550,27,8.047770,81.954359
5560,26,8.079930,82.279138
5570,25,8.110418,82.738152
5580,26,8.141931,83.056626
5590,24,8.172373,83.516572
5600,24,8.201226,83.808153
5610,23,8.228238,84.234330
5620,23,8.254611,84.500759
5630,21,8.277448,84.885305
5640,21,8.300954,85.122512
5650,22,8.324583,85.360965
5660,21,8.347656,85.749064
5670,22,8.370284,85.821896
5680,22,8.394234,86.063630
5690,22,8.416464,86.132517
5700,21,8.438422,86.353687
5710,24,8.463938,86.301938
5720,25,8.491374,86.578712
5730,28,8.523614,86.596288
5740,29,8.557682,86.786391
5750,26,8.590329,87.269246
5760,27,8.619757,87.257994
5770,27,8.651612,87.732510
5780,27,8.683356,88.207027
5790,28,8.716668,88.542995
5800,24,8.746388,88.998334
5810,25,8.773343,89.269917
5820,23,8.800366,89.699007
5830,24,8.824984,89.789974
5840,24,8.850968,90.208822
5850,25,8.876950,90.313316
5860,27,8.907622,90.465626
5870,24,8.937406,90.923005
5880,24,8.963639,91.187194
5890,25,8.990797,91.460780
5900,25,9.017208,91.568891
5910,25,9.044251,91.999184
5920,23,9.069531,92.412435
5930,24,9.093306,92.651722
5940,24,9.118401,93.064093
5950,22,9.141994,93.461970
5960,22,9.163568,93.839977
5970,22,9.185365,94.059396
5980,21,9.206065,94.429282
5990,23,9.227567,94.483981
6000,24,9.251840,94.728739
6010,23,9.274803,94.960077
6020,23,9.297602,95.351899
6030,25,9.322743,95.443359
6040,24,9.347558,95.856114
6050,23,9.371313,96.095666
6060,22,9.393081,96.478087
6070,20,9.411129,96.822967
6080,20,9.429078,97.003035
6090,21,9.447155,97.184412
6100,21,9.466656,97.216496
6110,22,9.487440,97.262183
6120,19,9.502973,97.417416
6130,19,9.518466,97.735674
6140,20,9.534740,97.735068
6150,19,9.550400,98.055026
6160,19,9.565740,98.372221
6170,21,9.582916,98.216934
6180,20,9.600525,98.230537
6190,20,9.617325,98.561663
6200,22,9.635769,98.583773
6210,26,9.658300,98.324656
6220,26,9.684572,98.750886
6230,27,9.710808,98.853491
6240,29,9.740879,98.834284
6250,30,9.771795,99.145650
6260,32,9.805572,99.325046
6270,32,9.840969,99.842846
6280,33,9.876639,100.040793
6290,33,9.913401,100.573051
6300,33,9.950046,101.105309
6310,33,9.986576,101.637567
6320,30,10.021056,102.150120
6330,31,10.053514,102.477849
6340,33,10.088095,102.662151
6350,32,10.122612,103.010556
6360,31,10.155678,103.344178
6370,31,10.188979,103.680188
6380,32,10.222678,104.020235
6390,32,10.256799,104.364560
6400,32,10.290772,104.874115
6410,31,10.324096,105.378112
6420,32,10.356939,105.542143
6430,32,10.390503,105.881033
6440,33,10.425126,106.230709
6450,34,10.461319,106.596380
6460,34,10.498421,106.971294
6470,33,10.534643,107.506535
6480,31,10.568402,108.017740
6490,32,10.600414,108.341238
6500,31,10.632393,108.664392
6510,30,10.662282,109.137505
6520,30,10.691941,109.609203
6530,29,10.720799,110.073609
6540,28,10.747791,110.519738
6550,29,10.774229,110.786815
6560,27,10.800520,111.226701
6570,25,10.823305,111.631262
6580,25,10.844850,112.023727
6590,25,10.865499,112.231405
6600,24,10.886338,112.617285
6610,25,10.906490,112.643587
6620,26,10.928088,112.861070
6630,24,10.949021,113.248067
6640,26,10.969906,113.281771
6650,27,10.992106,113.154036
6660,27,11.016142,113.571993
6670,29,11.041918,113.656782
6680,28,11.068508,113.925472
6690,28,11.093816,114.356905
6700,28,11.119049,114.788338
6710,28,11.144207,115.219771
6720,30,11.171213,115.315743
6730,30,11.199829,115.605599
6740,30,11.227723,116.065722
6750,32,11.256822,116.182795
6760,30,11.284785,116.643956
6770,29,11.310688,116.905887
6780,30,11.337460,117.176795
6790,29,11.364533,117.629849
6800,29,11.390457,117.892095
6810,31,11.417631,117.987962
6820,29,11.445638,118.271588
6830,27,11.470249,118.699702
6840,28,11.493623,118.935520
6850,29,11.518490,119.186792
6860,30,11.545415,119.459351
6870,29,11.572596,119.554484
6880,29,11.597926,119.990575
6890,30,11.623195,120.245963
6900,28,11.648447,120.501174
6910,27,11.671818,120.917932
6920,28,11.695219,120.972971
6930,30,11.720550,121.048301
6940,29,11.745755,121.483664
6950,29,11.770471,121.733294
6960,30,11.797167,121.822382
6970,28,11.821856,122.252728
6980,28,11.845034,122.668158
6990,27,11.867024,122.889622
7000,27,11.888642,123.289622
7010,29,11.912129,123.162279
7020,26,11.934760,123.572293
7030,26,11.954767,123.955774
7040,26,11.974718,124.339255
7050,27,11.995441,124.547655
7060,29,12.018345,124.412783
7070,29,12.042365,124.838003
7080,29,12.066316,125.263223
7090,28,12.089712,125.683370
7100,29,12.112910,125.733419
7110,29,12.137650,125.983493
7120,28,12.159875,126.207452
7130,26,12.181008,126.604350
7140,23,12.196689,126.945134
7150,22,12.210593,127.082593
7160,22,12.224266,127.402826
7170,20,12.237087,127.714575
7180,22,12.250083,127.656893
7190,23,12.265902,127.444847
7200,21,12.279185,127.760309
7210,20,12.290507,128.055718
7220,18,12.299652,128.328740
7230,13,12.304297,128.555012
7240,13,12.305258,128.742873
7250,12,12.305783,128.926197
7260,12,12.304524,128.904542
7270,11,12.302683,128.876805
7280,11,12.301136,128.852184
7290,13,12.301108,128.658644
7300,13,12.302065,128.845158
7310,12,12.302455,128.840896
7320,13,12.302119,128.829055
7330,12,12.302750,129.011666
7340,13,12.302944,128.821128
7350,13,12.303924,128.639887
7360,12,12.304261,128.818433
7370,10,12.302212,128.971981
7380,9,12.297852,129.101205
7390,10,12.293685,129.048767
7400,13,12.292451,128.662145
7410,14,12.294200,128.490862
7420,13,12.295594,128.678854
7430,12,12.296474,128.861499
7440,13,12.296996,128.858661
7450,12,12.297974,128.860630
7460,11,12.298016,128.852805
7470,11,12.296087,128.824361
7480,9,12.294187,128.976889
7490,7,12.287900,129.083270
7500,9,12.282282,128.835126
7510,8,12.276852,128.949877
7520,10,12.272404,128.714750
7530,9,12.268789,128.847955
7540,10,12.264698,128.438640
7550,8,12.259950,128.559199
7560,10,12.255991,128.331433
7570,9,12.252327,128.462768
7580,8,12.247851,128.585473
7590,9,12.243126,128.527420
7600,10,12.239141,128.477166
7610,9,12.235258,128.428019
7620,9,12.231012,128.552157
7630,9,12.226778,128.676295
7640,9,12.222554,128.800433
7650,10,12.218810,128.574821
7660,11,12.216912,128.546083
7670,11,12.215326,128.697182
7680,12,12.214484,128.679340
7690,12,12.214205,128.843949
7700,11,12.213091,128.823010
7710,9,12.209922,128.956847
7720,6,12.203561,129.056841
7730,5,12.195383,129.137413
7740,5,12.186087,129.205906
7750,5,12.176729,129.096646
7760,4,12.166551,129.155175
7770,4,12.156040,129.209894
7780,4,12.145557,129.264614
7790,2,12.134428,129.312170
7800,2,12.121904,129.167826
7810,1,12.108111,129.010020
7820,0,12.092807,128.836167
7830,0,12.077362,128.836167
7840,1,12.062468,128.317161
7850,2,12.049904,127.999652
7860,2,12.037117,128.026715
7870,5,12.027197,127.566091
7880,5,12.018279,127.633477
7890,4,12.009356,127.700568
7900,3,11.998457,127.746372
7910,3,11.987027,127.442721
7920,0,11.973755,127.462553
7930,2,11.960090,126.965878
7940,1,11.947176,126.988723
7950,2,11.934157,126.840302
7960,2,11.921677,126.867040
7970,1,11.908970,126.891035
7980,0,11.894791,126.898976
7990,0,11.879904,126.898976
8000,2,11.866840,126.411078
8010,1,11.854178,126.265909
8020,1,11.840644,126.279207
8030,2,11.827513,126.128730
8040,0,11.815596,125.824360
8050,1,11.801393,125.662981
8060,1,11.787687,125.506949
8070,0,11.773215,125.508382
8080,2,11.759463,125.186382
8090,3,11.748626,125.061030
8100,2,11.736876,125.090390
8110,1,11.723821,124.777152
8120,0,11.709407,124.777404
8130,0,11.695522,124.456276
8140,0,11.681302,124.295165
8150,1,11.667101,123.972453
8160,1,11.654028,123.985490
8170,0,11.640610,123.994502
8180,1,11.626595,123.835347
8190,0,11.613864,123.689919
8200,0,11.599701,123.689919
8210,0,11.585572,123.689919
8220,3,11.572676,123.222017
8230,2,11.561477,123.252536
8240,1,11.548871,123.267747
8250,1,11.536420,123.124794
8260,0,11.522732,123.127775
8270,0,11.508902,122.969797
8280,0,11.495003,122.969797
8290,1,11.481221,122.812029
8300,0,11.467761,122.816023
8310,1,11.454759,122.508429
8320,3,11.443756,122.223428
8330,2,11.432855,122.253762
8340,2,11.421245,121.963100
8350,1,11.409448,121.983212
8360,0,11.395851,121.983758
8370,0,11.382236,121.983758
8380,0,11.368927,121.830696
8390,0,11.355376,121.830696
8400,0,11.342297,121.679811
8410,2,11.330001,121.382554
8420,2,11.318920,121.408032
8430,2,11.307865,121.433509
8440,3,11.297636,121.313039
8450,5,11.289225,120.904878
8460,6,11.282379,120.821429
8470,6,11.276143,120.897378
8480,4,11.268798,120.961276
8490,2,11.257691,120.831600
8500,0,11.245870,120.846895
8510,2,11.233904,120.555513
8520,2,11.223066,120.580734
8530,0,11.211977,120.602984
8540,1,11.199116,120.453965
8550,0,11.187065,120.313714
8560,0,11.174060,120.163263
8570,1,11.161422,119.716384
8580,2,11.150485,119.588951
8590,3,11.140664,119.473537
8600,3,11.131198,119.510990
8610,3,11.121301,119.394512
8620,0,11.110791,119.420219
8630,0,11.097916,119.420219
8640,0,11.085071,119.420219
8650,0,11.072256,119.420219
8660,0,11.059471,119.420219
8670,1,11.047628,119.281364
8680,1,11.036052,119.293818
8690,0,11.024119,119.302115
8700,1,11.011480,119.154077
8710,1,11.000504,119.024092
8720,0,10.988910,119.035151
8730,0,10.976323,119.035151
8740,0,10.963764,119.035151
8750,0,10.951234,119.035151
8760,0,10.938733,119.035151
8770,1,10.926580,118.890955
8780,1,10.915274,118.903362
8790,1,10.904857,118.630812
8800,0,10.892546,118.631690
8810,1,10.881275,118.496946
8820,1,10.870484,118.367490
8830,0,10.858796,118.228319
8840,1,10.847205,118.090267
8850,1,10.836767,117.964810
8860,1,10.825665,117.977110
8870,2,10.815181,117.850932
8880,1,10.804553,117.867849
8890,3,10.795005,117.607345
8900,3,10.786555,117.503480
8910,4,10.778424,117.403131
8920,4,10.771735,117.318533
8930,3,10.763041,117.212137
8940,3,10.754439,117.106800
8950,4,10.746119,117.004583
8960,4,10.738364,116.766676
8970,4,10.731405,116.679644
8980,5,10.724224,116.449250
8990,4,10.717310,116.363066
9000,4,10.709847,116.411375
9010,4,10.702399,116.459685
9020,5,10.695773,116.376201
9030,4,10.689277,116.434462
9040,3,10.681094,116.474168
9050,3,10.672606,116.510356
9060,2,10.663546,116.540081
9070,4,10.655205,116.296885
9080,5,10.647878,116.205212
9090,2,10.640942,116.117845
9100,2,10.630882,115.857519
9110,2,10.621408,115.881471
9120,4,10.612522,115.634644
9130,4,10.605279,115.682434
9140,5,10.598982,115.327022
9150,3,10.592164,115.378933
9160,3,10.584070,115.279524
9170,3,10.575664,115.176772
9180,3,10.567412,115.212402
9190,3,10.558772,115.106894
9200,2,10.549691,115.133049
9210,2,10.540408,115.156774
9220,2,10.531467,115.047544
9230,2,10.522224,115.071241
9240,4,10.514149,114.699809
9250,3,10.506948,114.745295
9260,2,10.498712,114.779306
9270,3,10.490186,114.674552
9280,3,10.482114,114.709929
9290,4,10.474090,114.610478
9300,4,10.467129,114.657592
9310,8,10.461668,114.183030
9320,9,10.459903,114.152574
9330,7,10.456600,114.238964
9340,8,10.453008,114.188415
9350,8,10.451331,114.158819
9360,10,10.449620,113.863150
9370,11,10.449772,113.853913
