Tempo(s),Fila,E[N],E[W]
1350,17,6.172284,64.593672
1360,15,6.244793,65.836580
1370,15,6.308700,66.999370
1380,15,6.371680,68.162161
1390,17,6.443193,68.366702
1400,18,6.521431,69.166691
1410,18,6.602839,70.530328
1420,17,6.679400,71.854152
1430,14,6.744936,73.070145
1440,15,6.802776,73.104457
1450,15,6.863956,73.723970
1460,16,6.926315,74.356030
1470,15,6.987018,75.521446
1480,17,7.051576,74.545233
1490,16,7.113475,75.707693
1500,14,7.161784,76.733403
1510,13,7.204617,77.706939
1520,12,7.237041,78.573587
1530,12,7.265559,78.839047
1540,11,7.299490,79.163485
1550,10,7.319567,79.896678
1560,11,7.340145,80.074310
1570,10,7.367251,79.769540
1580,8,7.377389,80.388099
1590,9,7.380087,79.825436
1600,8,7.385984,80.391663
1610,6,7.382151,80.305827
1620,6,7.371537,80.146917
1630,6,7.358434,79.961654
1640,5,7.342143,79.742485
1650,6,7.331950,79.590242
1660,7,7.325037,78.448788
1670,7,7.321680,77.880288
1680,10,7.325917,76.922124
1690,9,7.339808,77.045194
1700,9,7.349574,77.604200
1710,8,7.361385,77.703507
1720,7,7.362888,77.694283
1730,8,7.364485,77.686335
1740,8,7.368137,78.174140
1750,7,7.366618,78.607209
1760,6,7.359443,78.500726
1770,5,7.342282,78.288190
1780,7,7.335449,77.720829
1790,7,7.334383,77.683704
1800,7,7.332717,77.640537
1810,8,7.331749,77.605067
1820,8,7.335421,78.072903
1830,5,7.333869,78.485264
1840,6,7.324101,78.350849
1850,8,7.319937,77.382196
1860,9,7.326661,77.429485
1870,10,7.338093,77.091199
1880,11,7.354946,77.247474
1890,12,7.377350,77.462170
1900,13,7.405103,77.733129
1910,13,7.434396,78.451361
1920,13,7.463716,78.738098
1930,13,7.493216,79.026809
1940,15,7.527675,78.938861
1950,15,7.565995,79.749672
1960,17,7.611136,79.350144
1970,16,7.654480,80.209175
1980,15,7.693718,81.029581
1990,16,7.733519,80.574362
2000,17,7.777968,81.020496
2010,18,7.826794,81.512207
2020,19,7.877229,82.020629
2030,18,7.928382,82.961938
2040,18,7.977753,83.889773
2050,17,8.023244,84.781700
2060,17,8.063895,84.322964
2070,16,8.104148,85.155264
2080,16,8.145991,85.144029
2090,18,8.191167,84.750193
2100,18,8.237876,85.641282
2110,19,8.291055,85.755525
2120,19,8.341569,86.686897
2130,18,8.389512,87.596376
2140,17,8.435159,88.054828
2150,17,8.478057,88.484578
2160,17,8.517511,89.309820
2170,16,8.552666,90.093623
2180,14,8.581543,90.814383
2190,12,8.600182,91.429117
2200,12,8.615290,90.687263
2210,12,8.626807,90.786870
2220,12,8.642001,91.358299
2230,13,8.657763,91.501474
2240,16,8.684876,90.907110
2250,16,8.717771,91.232488
2260,15,8.747182,91.521445
2270,14,8.774110,91.784473
2280,12,8.796666,91.581731
2290,11,8.807632,91.679446
2300,11,8.818475,91.775985
2310,11,8.827919,92.273722
2320,11,8.838048,92.361582
2330,11,8.847324,92.440651
2340,11,8.856427,92.518032
2350,11,8.865549,93.009103
2360,13,8.878118,92.301143
2370,14,8.901081,92.120355
2380,15,8.926223,92.367007
2390,16,8.953784,92.638718
2400,16,8.983143,93.331359
2410,17,9.013036,93.626801
2420,19,9.049324,93.587021
2430,19,9.091679,94.011834
2440,17,9.127537,94.771027
2450,18,9.162209,95.116148
2460,17,9.197755,95.874899
2470,16,9.225976,96.560003
2480,17,9.253566,96.830562
2490,16,9.285451,97.146104
2500,18,9.315558,97.037060
2510,17,9.351977,97.400257
2520,14,9.380310,97.679266
2530,14,9.398570,98.257779
2540,16,9.418894,97.648937
2550,15,9.442500,98.279086
2560,15,9.460647,98.452259
2570,14,9.479634,99.035196
2580,15,9.499769,99.228360
2590,13,9.519755,99.822536
2600,14,9.534216,99.955490
2610,14,9.552268,100.126180
2620,15,9.573099,99.926375
2630,13,9.590365,100.488680
2640,12,9.603585,100.608989
2650,12,9.612628,101.085180
2660,12,9.621344,100.758960
2670,13,9.633124,100.864475
2680,14,9.645772,100.979172
2690,14,9.661648,101.127755
2700,13,9.674758,101.641421
2710,14,9.687180,101.752940
2720,17,9.710064,101.193001
2730,17,9.736767,101.844342
2740,17,9.762004,102.091187
2750,17,9.788324,102.740042
2760,17,9.814016,102.991197
2770,17,9.837485,103.219062
2780,15,9.859860,103.827318
2790,20,9.884390,102.518397
2800,20,9.920517,103.261892
2810,20,9.956323,103.619511
2820,20,9.993041,103.986627
2830,22,10.033235,104.007528
2840,23,10.076772,104.445378
2850,20,10.119459,105.257148
2860,20,10.154473,105.606524
2870,21,10.190304,105.964396
2880,20,10.226653,106.327658
2890,20,10.260471,107.049679
2900,22,10.297237,107.032209
2910,21,10.337378,107.819961
2920,24,10.380472,107.485738
2930,24,10.427012,107.954575
2940,24,10.473179,108.802632
2950,26,10.523225,108.924606
2960,24,10.571397,109.410262
2970,25,10.619280,109.892893
2980,25,10.667537,110.763973
2990,24,10.713749,111.229550
3000,23,10.756695,112.048911
3010,25,10.803753,110.987363
3020,25,10.850761,111.840605
3030,24,10.896281,112.681676
3040,25,10.941701,112.755151
3050,25,10.988042,113.221382
3060,23,11.029052,114.016556
3070,24,11.070710,114.434614
3080,25,11.115547,114.885524
3090,24,11.159574,115.715049
3100,25,11.203323,116.154858
3110,24,11.248225,116.606596
3120,24,11.289096,117.406596
3130,22,11.326661,117.782221
3140,22,11.360652,118.513118
3150,22,11.394428,119.244015
3160,21,11.425788,119.951794
3170,22,11.458465,120.275940
3180,23,11.492992,120.619518
3190,25,11.532145,120.614893
3200,24,11.572859,121.420157
3210,25,11.612681,121.422498
3220,26,11.655136,121.849150
3230,25,11.697498,122.671814
3240,25,11.738555,123.483502
3250,26,11.781104,123.911288
3260,22,11.823388,124.336271
3270,24,11.857032,123.873787
3280,25,11.896098,124.264975
3290,26,11.936311,124.668139
3300,27,11.979341,125.100717
3310,28,12.025663,124.780395
3320,29,12.077941,124.918266
3330,30,12.130186,125.445714
3340,32,12.186817,125.629529
3350,33,12.245978,126.227771
3360,34,12.311522,126.503716
3370,33,12.374692,127.531231
3380,34,12.438470,128.176917
3390,35,12.502793,128.828166
3400,38,12.572622,128.755768
3410,39,12.647694,129.127657
3420,34,12.714477,130.190151
3430,34,12.776534,131.208115
3440,34,12.837089,131.819659
3450,33,12.894418,132.398043
3460,33,12.952527,133.380186
3470,32,13.009537,133.955768
3480,33,13.065206,134.517508
3490,35,13.126270,134.737299
3500,34,13.188697,135.367854
3510,33,13.246990,136.354648
3520,32,13.304128,136.931378
3530,32,13.357948,137.473924
3540,33,13.412253,137.621379
3550,32,13.465144,138.554383
3560,32,13.517279,139.079522
3570,33,13.570615,139.616985
3580,31,13.621944,140.537632
3590,33,13.672807,140.645785
3600,34,13.728394,140.804046
3610,35,13.788754,141.012467
3620,34,13.845252,141.581395
3630,34,13.901050,142.143132
3640,37,13.960769,141.947482
3650,38,14.025017,142.594180
3660,36,14.086717,143.613880
3670,38,14.149470,143.449050
3680,36,14.212767,144.085353
3690,36,14.271811,145.077089
3700,37,14.329270,145.255615
3710,37,14.390629,145.474752
3720,39,14.454358,145.718730
3730,37,14.516583,146.739446
3740,37,14.576564,147.341485
3750,39,14.638612,147.566651
3760,41,14.707984,147.472050
3770,40,14.779159,148.184650
3780,42,14.849861,148.498611
3790,42,14.921252,148.429255
3800,43,14.993857,148.764119
3810,44,15.069124,149.513970
3820,42,15.140597,150.226186
3830,43,15.211814,150.935877
3840,43,15.284179,152.049867
3850,44,15.357082,152.777174
3860,42,15.427516,153.876513
3870,41,15.493791,154.937914
3880,41,15.560912,155.609125
3890,42,15.630382,155.903038
3900,43,15.698677,156.585271
3910,43,15.769220,157.289921
3920,42,15.838997,157.986938
3930,42,15.905684,158.653138
3940,41,15.973022,159.325844
3950,40,16.034113,160.341127
3960,41,16.096150,160.961500
3970,42,16.159995,161.599948
3980,42,16.227053,162.270527
3990,42,16.290283,162.902829
4000,42,16.354557,163.955461
4010,41,16.417321,164.996136
4020,42,16.480375,165.627767
4030,41,16.541441,166.655021
4040,41,16.601982,167.680021
4050,41,16.661276,168.274737
4060,40,16.719489,169.279618
4070,42,16.777582,169.441085
4080,42,16.839401,170.483269
4090,43,16.901972,170.689052
4100,43,16.965626,171.750781
4110,44,17.029589,171.969563
4120,45,17.096563,172.641765
4130,43,17.160908,173.287404
4140,43,17.223321,174.338749
4150,44,17.287687,174.559371
4160,45,17.354238,175.227260
4170,44,17.418563,175.872661
4180,44,17.480155,176.490451
4190,44,17.544325,177.134274
4200,47,17.610051,176.943100
4210,45,17.677655,178.045277
4220,46,17.743872,178.709164
4230,49,17.813902,178.139018
4240,49,17.887454,179.297411
4250,48,17.958340,180.432499
4260,50,18.029978,180.724013
4270,50,18.104849,181.900484
4280,49,18.177789,182.631311
4290,51,18.251057,182.936995
4300,52,18.328101,183.708236
4310,51,18.404222,184.900227
4320,51,18.480153,185.661071
4330,51,18.554077,186.401746
4340,49,18.626636,187.128702
4350,48,18.696362,188.261983
4360,49,18.764066,188.505366
4370,49,18.834493,189.210887
4380,49,18.903274,189.465309
4390,49,18.972518,189.725175
4400,49,19.040003,189.538492
4410,49,19.107940,190.647089
4420,49,19.175569,191.755686
4430,48,19.241416,192.849483
4440,48,19.306250,193.498302
4450,47,19.369176,193.691764
4460,48,19.432814,193.893404
4470,48,19.496821,194.099756
4480,49,19.561606,194.746659
4490,48,19.626859,195.832433
4500,50,19.692004,196.048717
4510,49,19.758743,197.150291
4520,48,19.822037,198.220372
4530,49,19.885413,198.416121
4540,48,19.949179,199.491788
4550,46,20.008318,200.523891
4560,47,20.066633,201.107360
4570,47,20.125569,202.140327
4580,45,20.182257,203.153270
4590,46,20.238159,203.713045
4600,45,20.294049,204.720672
4610,46,20.349414,205.275269
4620,46,20.404774,205.829815
4630,45,20.458080,206.814215
4640,45,20.510972,207.796748
4650,45,20.563637,208.779280
4660,44,20.616036,209.761412
4670,44,20.666109,210.722111
4680,43,20.714724,211.208952
4690,44,20.762444,211.686656
4700,43,20.811233,212.636507
4710,43,20.858343,213.571290
4720,44,20.905410,214.042375
4730,43,20.956113,214.087292
4740,44,21.004067,214.105978
4750,45,21.052678,214.592750
4760,45,21.102988,215.558415
4770,43,21.150401,216.496598
4780,43,21.195317,216.945640
4790,43,21.242048,217.413272
4800,44,21.288237,217.875346
4810,44,21.335831,218.351806
4820,42,21.381543,219.274546
4830,42,21.424194,219.700333
4840,41,21.465271,220.577309
4850,41,21.504150,220.497100
4860,40,21.543383,221.354841
4870,38,21.577528,222.161867
4880,39,21.612184,222.505182
4890,37,21.644810,222.827627
4900,36,21.674791,223.122845
4910,34,21.701498,223.853689
4920,34,21.726495,224.567975
4930,33,21.750715,224.802990
4940,32,21.773436,225.494283
4950,33,21.795167,225.703093
4960,35,21.819593,225.469125
4970,36,21.845337,224.785356
4980,36,21.873411,225.061126
4990,36,21.899808,225.319674
5000,36,21.928882,225.605779
5010,36,21.956374,225.875637
5020,34,21.981904,226.589646
5030,36,22.006434,226.364754
5040,36,22.034199,227.100950
5050,37,22.062476,227.378583
5060,38,22.092427,227.673489
5070,37,22.122192,227.966491
5080,37,22.152111,228.261100
5090,36,22.179029,228.063142
5100,36,22.206128,228.790415
5110,36,22.233122,229.517687
5120,36,22.260011,230.244960
5130,38,22.289158,230.067161
5140,39,22.321784,229.927797
5150,40,22.354537,230.251736
5160,42,22.390605,230.150442
5170,42,22.430819,230.093917
5180,42,22.468597,230.927250
5190,44,22.508193,230.864667
5200,44,22.549523,231.734232
5210,44,22.590168,232.139599
5220,43,22.630842,233.003938
5230,43,22.669789,233.852064
5240,42,22.707186,234.685709
5250,42,22.743934,235.514111
5260,41,22.780958,235.881574
5270,40,22.813341,236.200999
5280,40,22.845892,236.986854
5290,40,22.878319,237.772708
5300,40,22.909686,238.081049
5310,41,22.943034,238.410000
5320,39,22.975306,239.194970
5330,38,23.004052,239.944420
5340,38,23.032135,240.688060
5350,39,23.060357,240.962718
5360,40,23.090165,240.784604
5370,40,23.121655,241.562814
5380,38,23.152457,241.864501
5390,39,23.181673,241.681268
5400,40,23.210857,241.500249
5410,40,23.241891,242.270961
5420,39,23.271637,243.029431
5430,40,23.302297,242.862716
5440,38,23.329409,243.593057
5450,39,23.355536,243.379868
5460,38,23.383824,244.121761
5470,39,23.410873,244.384496
5480,36,23.437231,244.640048
5490,36,23.460901,244.402936
5500,37,23.485412,244.177249
5510,35,23.507255,244.848728
5520,33,23.525461,245.483066
5530,33,23.541912,245.635420
5540,33,23.558984,246.258062
5550,33,23.575995,246.880703
5560,32,23.592214,247.029581
5570,34,23.607907,246.709270
5580,31,23.624287,247.323681
5590,32,23.637479,246.978517
5600,32,23.654074,247.132120
5610,32,23.670461,247.283583
5620,32,23.685282,247.879486
5630,32,23.700236,248.015486
5640,32,23.714952,248.610281
5650,34,23.731242,247.840142
5660,34,23.749385,248.468608
5670,36,23.769913,248.205169
5680,36,23.792552,248.422235
5690,37,23.815414,248.641666
5700,38,23.839151,248.415285
5710,40,23.866083,248.224656
5720,39,23.894127,248.951559
5730,39,23.920446,249.207551
5740,41,23.948689,249.031661
5750,41,23.978344,249.774415
5760,43,24.009559,249.630071
5770,44,24.042497,249.955327
5780,48,24.080851,248.993414
5790,47,24.121708,249.847388
5800,45,24.160808,250.684593
5810,45,24.197561,251.049691
5820,46,24.234628,251.418069
5830,46,24.271962,252.238033
5840,46,24.309579,252.611992
5850,46,24.346252,252.976150
5860,44,24.381509,253.775560
5870,45,24.415558,253.662527
5880,45,24.450676,254.010558
5890,43,24.485181,254.352233
5900,43,24.517597,254.672225
5910,42,24.547886,254.970134
5920,41,24.576276,254.801323
5930,41,24.604083,255.073802
5940,39,24.631099,255.784486
5950,38,24.654248,256.455899
5960,38,24.676749,256.672637
5970,38,24.699066,257.335814
5980,37,24.720446,257.989994
5990,37,24.740946,258.635718
6000,37,24.760093,258.816300
6010,35,24.778006,259.435219
6020,37,24.796823,259.161243
6030,36,24.814744,259.329122
6040,37,24.834554,259.516791
6050,35,24.853844,260.148367
6060,35,24.870769,259.856652
6070,36,24.887797,260.015370
6080,37,24.908474,259.321096
6090,36,24.927949,259.950699
6100,34,24.943955,260.099361
6110,34,24.959766,260.246029
6120,32,24.972987,260.810030
6130,33,24.985156,260.918243
6140,30,24.994732,261.444050
6150,29,25.002525,261.951498
6160,29,25.008480,261.993602
6170,28,25.014769,262.484906
6180,26,25.017822,262.942417
6190,25,25.019299,263.383434
6200,26,25.019914,263.367517
6210,28,25.023369,262.491761
6220,26,25.027063,262.953263
6230,26,25.027949,262.941185
6240,25,25.029353,263.378012
6250,24,25.029046,263.796861
6260,22,25.026068,264.187498
6270,23,25.022721,264.128725
6280,23,25.019483,264.071177
6290,22,25.016306,264.014375
6300,24,25.013391,263.519002
6310,24,25.011785,263.920340
6320,22,25.009855,264.318195
6330,21,25.004328,264.677919
6340,20,24.997780,265.026631
6350,19,24.989863,265.360583
6360,21,24.981401,264.362242
6370,21,24.975061,264.270992
6380,21,24.969778,264.191013
6390,21,24.964101,264.106966
6400,20,24.956861,264.443563
6410,22,24.951371,263.489767
6420,22,24.945895,263.408959
6430,21,24.940834,263.765733
6440,20,24.933830,264.101754
6450,18,24.925193,263.986030
6460,17,24.914176,264.278451
6470,17,24.901944,264.557597
6480,17,24.889749,264.836743
6490,18,24.877800,264.250284
6500,17,24.867503,264.115634
6510,18,24.855712,263.965223
6520,16,24.842852,264.233922
6530,16,24.829310,264.494933
6540,13,24.813355,264.729758
6550,13,24.796559,264.523550
6560,12,24.777039,264.288412
6570,12,24.756912,264.046934
6580,12,24.738356,263.822339
6590,10,24.718393,264.010059
6600,10,24.696402,263.747984
6610,12,24.676626,263.084677
6620,11,24.656669,263.269590
6630,10,24.635991,263.446159
6640,11,24.614185,262.762360
6650,11,24.592414,262.082622
6660,11,24.572506,261.844625
6670,10,24.551561,261.595703
6680,6,24.527506,261.313777
6690,5,24.499245,261.403432
6700,3,24.469783,261.479336
6710,1,24.436247,261.510719
6720,0,24.400945,261.522093
6730,1,24.366094,260.705584
6740,0,24.330166,260.707983
6750,0,24.294122,260.707983
6760,0,24.258529,260.297868
6770,0,24.222697,260.297868
6780,2,24.187882,259.483928
6790,3,24.156085,259.115040
6800,4,24.125410,258.758345
6810,4,24.095858,258.821437
6820,4,24.066598,258.479050
6830,7,24.039866,256.951928
6840,9,24.016232,256.273056
6850,8,23.994111,256.411327
6860,9,23.971613,255.746913
6870,9,23.950124,255.492786
6880,8,23.926677,255.217883
6890,7,23.903945,254.950740
6900,7,23.879446,255.059100
6910,7,23.856068,254.784284
6920,2,23.826192,254.833456
6930,0,23.792680,254.842770
6940,1,23.758603,254.451708
6950,2,23.726977,254.087042
6960,0,23.693736,254.096147
6970,1,23.660357,253.711824
6980,0,23.626469,253.711928
6990,0,23.593034,253.326122
7000,0,23.559677,252.941320
7010,1,23.526532,252.558947
7020,0,23.493428,251.792162
7030,0,23.460009,251.792162
7040,1,23.427862,251.038282
7050,0,23.394874,251.040889
7060,0,23.362016,250.662358
7070,2,23.329260,249.905861
7080,1,23.299026,249.935007
7090,1,23.267575,249.950158
7100,2,23.236825,249.216702
7110,2,23.206956,249.246913
7120,1,23.177323,248.902773
7130,0,23.145617,248.911391
7140,2,23.114421,247.803248
7150,1,23.084262,247.826539
7160,1,23.053418,247.841554
7170,1,23.022660,247.856569
7180,0,22.991153,247.862581
7190,1,22.959786,247.127034
7200,1,22.929597,246.775927
7210,0,22.898432,246.782797
7220,0,22.867697,246.425034
7230,0,22.836068,246.425034
7240,0,22.804527,246.425034
7250,1,22.773338,246.060660
7260,0,22.742204,246.063187
7270,0,22.710921,246.063187
7280,0,22.680296,245.703202
7290,1,22.649675,245.343433
7300,2,22.620649,244.638128
7310,0,22.591124,244.653507
7320,0,22.560431,244.293421
7330,0,22.529652,244.293421
7340,0,22.498958,244.293421
7350,0,22.468347,244.293421
7360,0,22.438019,243.934745
7370,0,22.407574,243.934745
7380,0,22.377212,243.934745
7390,2,22.348675,243.235208
7400,2,22.321635,242.911905
7410,0,22.293066,242.928857
7420,0,22.263511,242.577463
7430,0,22.233625,242.222633
7440,1,22.205027,241.881995
7450,1,22.177200,241.549912
7460,0,22.148200,241.557856
7470,1,22.119582,240.864833
7480,0,22.090817,240.523013
7490,0,22.061323,240.523013
7500,0,22.031908,240.523013
7510,0,22.002959,240.177647
7520,0,21.973700,240.177647
7530,0,21.944518,240.177647
7540,0,21.916156,239.837174
7550,1,21.888508,239.158082
7560,0,21.859832,239.161114
7570,1,21.831563,238.477535
7580,3,21.805716,237.823494
7590,2,21.780442,237.861230
7600,2,21.756394,237.228973
7610,1,21.730389,237.257187
7620,3,21.704344,236.605300
7630,4,21.680491,236.317354
7640,4,21.657490,235.702593
7650,4,21.633659,235.416066
7660,4,21.610578,235.137826
7670,4,21.588612,234.871844
7680,5,21.566834,234.608050
7690,0,21.542456,234.647993
7700,0,21.514478,234.647993
7710,3,21.488338,233.674311
7720,2,21.463262,233.704349
7730,3,21.438570,233.408661
7740,4,21.415504,233.130804
7750,4,21.393346,232.862969
7760,3,21.370482,232.587571
7770,0,21.344564,232.604859
7780,1,21.318351,232.292397
7790,1,21.291090,231.968658
7800,0,21.264402,231.975295
7810,1,21.238179,231.662255
7820,0,21.211154,231.663716
7830,0,21.184064,231.663716
7840,0,21.157043,231.663716
7850,0,21.130518,231.345276
7860,0,21.103634,231.345276
7870,1,21.076939,231.024392
7880,1,21.051461,231.038319
7890,1,21.025660,230.726648
7900,1,21.000077,230.417515
7910,1,20.975040,230.114520
7920,2,20.950198,229.813808
7930,0,20.925148,229.828837
7940,1,20.899885,229.522940
7950,2,20.874989,229.221219
7960,1,20.850618,229.241598
7970,1,20.825711,229.255411
7980,1,20.800727,228.951449
7990,1,20.775504,228.645010
8000,0,20.749766,228.647557
8010,2,20.724485,228.026270
8020,5,20.703534,227.144110
8030,4,20.683534,227.207626
8040,5,20.663808,226.963142
8050,5,20.644350,227.031448
8060,7,20.626486,226.497923
8070,8,20.610080,226.290270
8080,8,20.594474,226.399113
8090,8,20.578758,226.198573
8100,7,20.563445,226.002587
8110,10,20.549388,225.210185
8120,11,20.536950,225.047284
8130,13,20.525662,224.594385
8140,13,20.516091,224.463684
8150,11,20.505727,224.625903
8160,11,20.493841,224.469456
8170,13,20.483028,224.024553
8180,13,20.473505,223.595820
8190,13,20.464238,222.875148
8200,14,20.456038,222.761634
8210,14,20.447688,222.646573
8220,16,20.441631,221.968571
8230,17,20.437351,221.606589
8240,15,20.433111,221.829822
8250,17,20.427304,221.452377
8260,16,20.422477,221.668413
8270,15,20.416948,221.585507
8280,15,20.410581,221.493591
8290,16,20.403707,221.106841
8300,16,20.398402,221.315991
8310,16,20.392975,220.946047
8320,17,20.388270,220.872922
8330,19,20.385947,220.252842
8340,19,20.384286,220.499275
8350,19,20.382628,220.745709
8360,18,20.380929,220.419874
8370,16,20.377303,220.644274
8380,16,20.372079,220.851260
8390,13,20.364611,221.033747
8400,12,20.355792,221.201364
8410,11,20.345072,221.062084
8420,10,20.334699,220.926669
8430,9,20.321666,220.762425
8440,10,20.308756,220.599616
8450,12,20.297684,220.173851
8460,13,20.288641,220.053726
8470,11,20.279660,220.216311
8480,12,20.269083,220.079159
8490,15,20.260912,219.407065
8500,14,20.254008,219.031890
8510,14,20.247391,218.939384
8520,13,20.240034,218.838942
8530,17,20.234361,217.928155
8540,17,20.230764,217.869761
8550,17,20.226985,218.084137
8560,17,20.223215,218.298513
8570,15,20.219407,218.237176
8580,16,20.214497,217.889931
8590,15,20.209002,218.084585
8600,15,20.202957,217.999284
8610,18,20.197927,217.380184
8620,17,20.195727,217.337286
8630,17,20.192297,217.281205
8640,16,20.187670,217.483126
8650,15,20.182221,217.676070
8660,15,20.177029,217.329692
8670,13,20.169733,217.501968
8680,14,20.161612,217.394772
8690,15,20.154903,217.302867
8700,15,20.149275,217.222670
8710,15,20.143245,216.869793
8720,16,20.138201,216.796436
8730,17,20.133819,216.463352
8740,14,20.128996,216.392894
8750,12,20.120807,216.552346
8760,13,20.111876,216.437389
8770,13,20.103549,216.328989
8780,13,20.095459,216.488498
8790,12,20.086250,216.105427
8800,14,20.077956,215.733837
8810,14,20.071057,215.904777
8820,11,20.061990,215.788719
8830,12,20.051866,215.661360
8840,10,20.041105,215.789734
8850,12,20.031288,215.403284
8860,12,20.022224,215.549092
8870,11,20.012811,215.429162
8880,11,20.002621,215.300938
8890,11,19.992944,215.178296
8900,12,19.983036,215.053224
8910,9,19.973034,215.187101
8920,9,19.961185,215.040785
8930,10,19.949372,214.894928
8940,11,19.939276,214.767626
8950,12,19.929340,214.642108
8960,12,19.920298,214.526289
8970,12,19.912425,214.166014
8980,10,19.902497,214.297873
8990,8,19.889667,214.398207
9000,10,19.878816,213.750706
9010,7,19.866012,213.850380
9020,8,19.852687,213.688825
9030,8,19.840175,213.536088
9040,6,19.825484,213.614269
9050,6,19.810207,213.685783
9060,4,19.793058,213.482268
9070,2,19.775172,213.524779
9080,2,19.755596,213.548589
9090,2,19.736063,213.572398
9100,2,19.716573,213.596208
9110,2,19.696075,213.101241
9120,2,19.676672,213.124994
9130,1,19.656245,212.884366
9140,3,19.636478,212.399303
9150,3,19.618082,212.181381
9160,2,19.599896,211.965812
9170,3,19.581618,211.749340
9180,1,19.562570,211.524607
9190,2,19.542819,211.292358
9200,1,19.523604,211.314302
9210,1,19.503011,211.072545
9220,0,19.483212,210.839458
9230,2,19.462445,210.349379
9240,2,19.443300,209.633718
9250,3,19.424728,209.415774
9260,3,19.406991,209.450739
9270,5,19.389546,209.001272
9280,5,19.374361,208.820054
9290,6,19.359207,208.397491
9300,5,19.344586,208.464249
9310,4,19.328185,208.511474
9320,2,19.310464,208.302692
9330,2,19.291879,208.084656
9340,3,19.273919,207.873448
9350,5,19.257305,207.198851
9360,1,19.239939,207.233401
9370,0,19.220386,207.005764
